"Data Source","World Development Indicators",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Lebanon","LBN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","569.643127441406","545.775390625","496.344085693359","456.479553222656","438.126647949219","407.026062011719","470.080383300781","520.050476074219","553.724731445313","592.992858886719","659.350524902344","711.584289550781","713.556335449219","673.297058105469","676.292358398438","655.845581054688","667.299560546875","719.443481445313","","","",
"Liberia","LBR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1898851394653","9.85825824737549","8.34224224090576","7.54122257232666","21.9366455078125","25.7569351196289","24.4736804962158","36.2521286010742","34.7323303222656","43.6809043884277","44.5045433044434","54.3653526306152","55.9101905822754","58.5521621704102","64.7500686645508","72.3318939208984","69.5757522583008","56.5990295410156","","","",
"Libya","LBY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244.772766113281","254.035079956055","181.102966308594","189.843719482422","201.960266113281","212.27375793457","235.001266479492","275.683288574219","321.514495849609","355.936950683594","400.864044189453","312.577331542969","","","","","","","","","",
"St. Lucia","LCA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288.878814697266","288.237396240234","303.323760986328","321.222839355469","313.213317871094","336.907775878906","392.850372314453","440.827850341797","429.181976318359","429.173370361328","433.989685058594","466.336303710938","459.283355712891","487.523742675781","433.360870361328","444.961608886719","492.895446777344","460.068817138672","","","",
"Latin America & Caribbean","LCN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282.826829353457","277.009753291677","236.133537931842","244.736762646608","278.445446362548","334.265524449635","397.195389707145","472.794935615915","539.627729664373","543.830880578051","642.159568172267","713.769277165754","712.280531793156","736.041351843128","739.090067924834","651.384813612876","608.661666373977","685.31702184882","","","",
"Least developed countries: UN classification","LDC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.232077089987","12.1783152413959","13.0955811126291","15.1404750767764","17.9874112038128","20.3286335049366","23.9865823315982","28.4909564206382","32.9145744619733","33.5901627874414","34.7673478811102","38.0054198315472","38.8643781961279","42.9859762978107","45.1498324197212","45.6976136502358","44.7202771090934","47.1952864953533","","","",
"Low income","LIC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5900037275856","14.3486185762926","15.0939605696866","17.0376669564603","20.0110578643419","22.93403776225","27.0405637794997","33.2339610327264","37.2150992750511","37.991629020757","39.1020564402203","40.3827260451745","39.5058172006151","41.3336122616306","43.6535351194006","44.7012386201142","43.0583468438561","44.8095965381493","","","",
"Liechtenstein","LIE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.7068176269531","41.3208122253418","42.8556022644043","42.3885841369629","50.9624862670898","57.3634300231934","65.4842834472656","73.8444900512695","93.0851593017578","100.563850402832","108.614959716797","119.462867736816","114.049125671387","138.554214477539","138.772094726563","151.367584228516","153.096786499023","159.484741210938","","","",
"Lower middle income","LMC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7660160917328","23.8032042250378","24.2736033543314","27.4826664634132","31.2528574114073","35.9434506294809","40.7700537563811","48.0025352197079","54.2727005012821","53.7668827790565","60.6356629103319","67.0104805478545","71.5388713021254","78.5491854359989","78.8480533631387","77.8473445955922","76.794485401459","80.5009177413571","","","",
"Low & middle income","LMY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.7022071814082","62.1120236346909","60.7237015937074","67.6203772161194","78.2408883944754","92.0909892754557","107.318226288537","128.762602286644","153.308767741358","158.341355810268","181.609806937305","208.760916615645","222.164362342624","238.047436866741","243.271017290922","231.402123463959","227.525192368336","249.513676366239","","","",
"Lesotho","LSO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5443000793457","28.2080020904541","23.8382720947266","33.1400604248047","41.9851531982422","41.7426872253418","49.1574821472168","65.3634185791016","68.1834106445313","79.4242630004883","92.6101226806641","121.37752532959","112.937744140625","111.907493591309","108.299247741699","98.1225967407227","84.1624603271484","104.552795410156","","","",
"Late-demographic dividend","LTE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.2447988505477","89.0696586279853","94.6966394038133","105.791550870699","124.269071249734","149.053022975136","176.508037625529","217.630737996113","274.900049762963","286.955036296146","326.545407326778","387.213004976985","415.983607569157","456.663898593244","477.578854933233","448.407425942646","451.383838677381","506.216645875853","","","",
"Lithuania","LTU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217.176132202148","218.818023681641","254.366882324219","338.863067626953","366.959686279297","438.932678222656","536.057373046875","704.293151855469","936.509338378906","864.736389160156","805.224487304688","925.471618652344","896.937072753906","958.927185058594","1021.23297119141","920.199768066406","988.527954101563","1078.17919921875","","","",
"Luxembourg","LUX","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2893.994140625","3106.4833984375","3583.94677734375","4597.0751953125","5600.30126953125","5815.83056640625","6065.34423828125","6662.4453125","7548.1982421875","7639.85107421875","7452.205078125","7164.6884765625","7096.8701171875","6522.02294921875","6680.9736328125","5567.41845703125","5595.55419921875","5782.62841796875","","","",
"Latvia","LVA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181.570724487305","205.020477294922","237.295166015625","280.5087890625","393.298065185547","440.809753417969","552.301574707031","807.042602539063","913.521484375","744.66162109375","689.077209472656","764.591735839844","745.517456054688","807.130004882813","855.626342773438","775.552001953125","874.20361328125","930.352355957031","","","",
"Macao SAR, China","MAC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5820808410645","55.8434143066406","63.3996925354004","79.440803527832","93.4357528686523","97.3247146606445","109.873161315918","137.269256591797","155.243194580078","169.627304077148","168.664016723633","176.865142822266","169.489151000977","179.62092590332","170.115631103516","147.444427490234","153.45491027832","161.010864257813","","","",
"Monaco","MCO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410.94714355469","1435.96264648438","1569.22375488281","2229.53930664063","2584.7412109375","2632.08178710938","2689.53295898438","2988.30688476563","3475.74365234375","3397.05224609375","3369.15112304688","3532.95971679688","3396.68725585938","3710.3125","3863.57250976563","3314.17358398438","2938.53442382813","2932.421875","","","",
"Moldova","MDA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3798847198486","25.3985900878906","33.9242362976074","38.4383697509766","64.6071395874023","79.3321304321289","100.10814666748","135.443664550781","185.561157226563","208.530044555664","198.288940429688","214.982467651367","223.618957519531","231.662292480469","230.769821166992","186.436431884766","171.194107055664","191.185775756836","","","",
"Madagascar","MDG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8651924133301","15.533486366272","15.128625869751","17.4605312347412","15.0371942520142","16.5033531188965","17.1977615356445","19.6716537475586","22.1997928619385","20.8381462097168","21.9588222503662","23.5922260284424","19.5754718780518","19.5307598114014","22.9971313476563","22.9058227539063","24.470724105835","24.6708374023438","","","",
"Maldives","MDV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221.140319824219","229.592681884766","247.171432495117","235.989074707031","295.751953125","322.096435546875","387.260498046875","461.748962402344","755.1884765625","667.726196289063","602.65966796875","585.922973632813","648.14599609375","674.596557617188","716.189270019531","853.537475585938","1052.51611328125","1006.93878173828","","","",
"Middle East & North Africa","MEA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147.939024244572","154.949510378515","153.556305469395","150.49830132803","165.716748799108","185.00669174091","207.524209967248","242.625337387571","287.384473616255","319.151858510694","341.541009646878","391.109141335293","412.669986486497","429.475046802787","450.793979732323","428.831658185912","452.782884985737","458.960856789522","","","",
"Mexico","MEX","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309.633270263672","353.903442382813","375.242401123047","401.45458984375","435.288848876953","472.108123779297","501.037567138672","542.785949707031","556.53466796875","477.648864746094","538.744750976563","565.129150390625","580.748474121094","617.874694824219","595.832824707031","539.0283203125","474.609893798828","494.677642822266","","","",
"Marshall Islands","MHL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","423.4267578125","385.395874023438","367.130981445313","364.7119140625","445.800079345703","581.300903320313","606.084350585938","517.257202148438","501.59521484375","475.664794921875","488.558898925781","494.609375","514.66357421875","538.590454101563","521.883361816406","600.805480957031","666.474243164063","642.199157714844","","","",
"Middle income","MIC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.1657117711122","65.7534743652717","64.4762509449431","71.8271913913829","83.1664654081009","98.0408694448751","114.343468596995","137.266475366492","163.818799848354","169.416316739269","194.900301649617","224.703814859607","239.735825364555","256.529474252578","262.351011866023","249.55680583207","244.8726440792","269.496705965721","","","",
"North Macedonia","MKD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.473648071289","152.158721923828","175.036026000977","217.216552734375","233.991928100586","233.106857299805","245.669052124023","265.358581542969","314.135437011719","296.657684326172","305.232574462891","329.967010498047","310.811248779297","350.265228271484","343.925018310547","306.918060302734","327.418518066406","328.419799804688","","","",
"Mali","MLI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9814119338989","15.8676729202271","16.6936721801758","20.3443508148193","23.3441467285156","24.6649417877197","27.7309894561768","30.456090927124","33.9974632263184","35.5037612915039","32.6487998962402","32.9484252929688","28.6210155487061","31.8850021362305","37.902774810791","30.8325347900391","29.3947067260742","31.3781051635742","","","",
"Malta","MLT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","647.101501464844","685.984008789063","830.646301269531","1074.09313964844","1223.857421875","1379.68640136719","1474.48449707031","1596.12316894531","1751.1650390625","1677.3623046875","1733.66882324219","1960.06115722656","1898.60144042969","2121.08227539063","2462.48461914063","2249.85864257813","2328.236328125","2585.56396484375","","","",
"Myanmar","MMR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35078930854797","3.46356797218323","5.29636287689209","4.91291189193726","5.23772287368774","5.70989465713501","6.32170677185059","7.39907360076904","10.969141960144","13.9358596801758","15.080738067627","20.4298820495605","27.769718170166","36.8173484802246","52.9821853637695","62.0272827148438","58.1933174133301","58.0439567565918","","","",
"Middle East & North Africa (excluding high income)","MNA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.9054644273896","85.7847892694785","86.894147012147","84.1906814521963","96.7622446034929","108.23594271086","121.406312264884","148.100945645018","180.384122524086","204.36403788842","224.766307289757","254.465069695788","263.375496127211","251.587361343772","249.764329946787","240.050803487069","260.971009565152","262.153071659075","","","",
"Montenegro","MNE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.008358001709","26.485559463501","29.652738571167","26.5023727416992","33.167106628418","37.5083503723145","50.0456466674805","66.592529296875","97.5012435913086","76.614860534668","99.1088256835938","135.182220458984","168.386672973633","178.367553710938","175.208465576172","167.285736083984","163.457733154297","148.784454345703","","","",
"Northern Mariana Islands","MNP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4503211975098","12.4715900421143","13.17751121521","14.916895866394","16.7583427429199","23.3759689331055","23.3486957550049","23.0326194763184","22.997444152832","22.9841842651367","21.4737110137939","23.6087818145752","31.0571041107178","32.8677177429199","37.1955795288086","27.834342956543","19.4534645080566","21.0711555480957","","","",
"Mauritania","MRT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2044334411621","22.3627758026123","24.7617301940918","27.9745445251465","29.6768817901611","31.9305114746094","32.8957672119141","37.7417297363281","46.0524711608887","41.8339881896973","41.1191368103027","45.0135917663574","46.680347442627","52.7728424072266","56.5476760864258","54.6517639160156","44.8945274353027","48.8171310424805","","","",
"Mauritius","MUS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.977073669434","119.468536376953","135.941436767578","162.001846313477","189.928802490234","197.675048828125","209.147018432617","235.846374511719","321.808258056641","310.147369384766","367.120788574219","396.630218505859","398.159057617188","452.514068603516","559.505126953125","529.161376953125","553.096557617188","599.699768066406","","","",
"Malawi","MWI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.90974712371826","7.56148386001587","10.9865684509277","12.1607418060303","15.7234592437744","16.9763145446777","20.5908546447754","24.5432949066162","32.0583457946777","34.7943496704102","33.2283554077148","38.3807678222656","31.7540016174316","38.5492782592773","34.4116287231445","34.0019035339355","29.4262447357178","32.2593841552734","","","",
"Malaysia","MYS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.415550231934","114.708198547363","121.913444519043","143.002624511719","155.264877319336","164.339126586914","203.854217529297","234.357330322266","270.945343017578","251.406188964844","292.890716552734","352.593414306641","382.289245605469","388.69677734375","421.969390869141","376.057373046875","361.52197265625","384.066070556641","","","",
"North America","NAC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4308.8180424725","4630.31802873799","5015.90040636016","5423.80478125574","5786.3714646503","6140.03016756691","6519.34416305773","6881.97842980142","7128.28553983481","7368.30776848431","7668.74600872849","7891.07313855734","8139.00916265346","8317.64349159533","8668.63839667919","9037.20785596669","9395.93908574043","9691.08933947145","","","",
"Namibia","NAM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200.705444335938","176.829086303711","168.742416381836","248.107223510742","338.772338867188","368.230285644531","397.471282958984","452.757385253906","399.779632568359","375.459655761719","504.553649902344","550.151428222656","546.571472167969","490.049285888672","452.464111328125","477.237426757813","414.467681884766","447.280639648438","","","",
"New Caledonia","NCL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5644493103027","11.0647563934326","12.4133224487305","14.6010990142822","16.0868587493896","20.2799072265625","21.3632888793945","22.2675342559814","26.22145652771","27.1061992645264","23.9141445159912","24.9710369110107","22.8508644104004","24.7312889099121","25.1501560211182","26.0140991210938","22.6833400726318","29.2616500854492","","","",
"Nigeria","NGA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7241172790527","18.5902881622314","18.192497253418","39.4169540405273","44.6090278625488","54.5287055969238","66.5144424438477","70.036865234375","81.1982421875","68.9629516601563","76.7208786010742","84.4267959594727","92.5732421875","102.516952514648","107.874771118164","97.7787170410156","79.3622131347656","73.9249801635742","","","",
"Nicaragua","NIC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.2511940002441","57.2658500671387","57.0950813293457","53.6955108642578","64.9958038330078","71.3999404907227","75.0242004394531","92.8624038696289","106.487373352051","109.954299926758","107.607963562012","124.9501953125","137.051010131836","138.98127746582","158.230926513672","165.910430908203","188.462371826172","192.083389282227","","","",
"Netherlands","NLD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023.14367675781","2173.82836914063","2532.85522460938","3237.08447265625","3682.85400390625","3821.95947265625","4076.595703125","4689.9326171875","5360.74853515625","5261.57080078125","5186.6328125","5554.84521484375","5284.94873046875","5531.15380859375","5594.43115234375","4674.6796875","4753.376953125","4911.4404296875","","","",
"Norway","NOR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2948.931640625","3099.00341796875","3889.95947265625","4632.568359375","5097.34423828125","5584.689453125","5892.9873046875","6895.560546875","7768.05029296875","7301.9599609375","7859.51611328125","8900.3720703125","8970.1201171875","9241.265625","9118.3173828125","7565.5498046875","7496.7685546875","7936.375","","","",
"Nepal","NPL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.62558078765869","10.6021461486816","10.7890481948853","11.3963403701782","13.2858276367188","14.5161457061768","14.0099849700928","17.514045715332","19.230094909668","21.2032470703125","29.9717960357666","34.3193817138672","33.5096702575684","34.6468467712402","41.009349822998","45.1448402404785","45.4529800415039","47.9153633117676","","","",
"Nauru","NRU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","292.025360107422","270.369506835938","294.365814208984","343.630615234375","317.044036865234","326.813934326172","362.110290527344","588.650817871094","814.451782226563","566.13818359375","650.231567382813","688.464660644531","857.554260253906","793.289184570313","936.856079101563","1054.20324707031","1264.29260253906","1106.7509765625","","","",
"New Zealand","NZL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1053.8916015625","1049.37609863281","1246.3134765625","1610.93762207031","1983.65881347656","2295.17797851563","2301.8759765625","2699.345703125","2839.06616210938","2700.88647460938","3216.2236328125","3626.029296875","3806.57983398438","3955.53198242188","4144.53857421875","3582.27294921875","3745.21630859375","3937.22192382813","","","",
"OECD members","OED","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2153.49664507527","2230.58779951588","2407.34547535302","2729.31023817204","2991.85015012527","3155.68100934299","3322.3850062451","3606.38277542333","3864.23364604871","3917.31464062275","4056.58756368888","4354.63562364763","4364.89906042227","4428.09597543002","4542.28679692648","4388.15294087456","4529.55129224948","4675.68324696195","","","",
"Oman","OMN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263.515441894531","261.336303710938","274.446960449219","287.773376464844","301.424530029297","320.209899902344","332.947174072266","383.400115966797","444.197937011719","475.004150390625","529.076416015625","535.310852050781","564.405151367188","592.532104492188","721.932922363281","706.370666503906","645.118225097656","587.646301269531","","","",
"Other small states","OSS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223.976900937869","221.338590739215","245.100981975329","309.925550790597","358.773972154501","391.679968795123","416.398850857847","486.991032876156","533.563559905054","509.677653179984","518.764259717127","568.547448621775","577.716280814819","622.450680891923","660.928302432692","622.580007886564","614.120472480234","639.897020371404","","","",
"Pakistan","PAK","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.011625289917","14.005126953125","15.7038078308105","14.9781703948975","16.2446727752686","20.7099914550781","26.0949630737305","29.775541305542","26.9881820678711","25.2708415985107","26.56862449646","28.4898548126221","28.4650115966797","31.5506820678711","36.5214767456055","37.8896217346191","41.0112113952637","44.5929641723633","","","",
"Panama","PAN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286.13671875","281.744415283203","292.847381591797","287.905059814453","326.33935546875","304.650634765625","350.400665283203","427.019165039063","489.807037353516","529.855895996094","579.522827148438","619.064758300781","705.201782226563","790.066772460938","883.676574707031","927.76025390625","1040.40087890625","1112.30322265625","","","",
"Peru","PER","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.4564361572266","97.4980773925781","105.786796569824","111.956077575684","117.207511901855","123.302551269531","141.985961914063","159.07958984375","189.030212402344","207.375671386719","239.339279174805","265.502044677734","304.191314697266","310.934265136719","326.205291748047","306.832000732422","309.962188720703","332.570922851563","","","",
"Philippines","PHL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7755241394043","28.2115859985352","27.334924697876","32.2511558532715","34.1830787658691","46.5981941223145","54.9172782897949","65.5616149902344","77.3146286010742","79.4668426513672","91.8403167724609","98.9490127563477","112.945610046387","123.214134216309","117.339912414551","124.383499145508","130.045959472656","132.900985717773","","","",
"Palau","PLW","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","675.668029785156","638.867553710938","667.812377929688","705.200012207031","831.417358398438","868.285034179688","912.858642578125","955.498046875","924.885864257813","932.216613769531","1037.79968261719","1013.56072998047","1182.95288085938","1292.21569824219","1402.13525390625","1498.62548828125","1674.55029296875","1596.36291503906","","","",
"Papua New Guinea","PNG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7223320007324","18.2372493743896","20.7694988250732","22.4001293182373","26.4314117431641","28.4604263305664","31.3267230987549","34.8653221130371","36.7163162231445","38.9579772949219","42.2528419494629","56.7551536560059","76.4292068481445","83.9285049438477","97.8976745605469","49.8883323669434","59.8406982421875","61.4578399658203","","","",
"Poland","POL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","238.004486083984","282.821044921875","315.831451416016","339.335205078125","392.003387451172","465.7001953125","524.097473144531","660.924682617188","892.596862792969","759.605773925781","809.199401855469","866.094665527344","815.141845703125","878.088500976563","911.298156738281","803.959655761719","813.472778320313","906.820129394531","","","",
"Pre-demographic dividend","PRE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3346997974672","17.2903353787727","17.8893348238375","25.5564969980024","31.0306970509103","35.6539461563721","42.6750559742237","49.9465033562892","58.372467634808","56.0719261226899","57.12727903875","61.6098336443015","64.1741967517642","70.9177542824956","72.4919684911729","66.994587067771","62.4055319425137","65.896891395763","","","",
"Puerto Rico","PRI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","967.143920898438","988.755920410156","1105.16955566406","1405.87109375","1679.22839355469","1773.47912597656","1812.60241699219","2067.1240234375","2322.03149414063","2279.470703125","2213.09790039063","2207.69555664063","1918.59924316406","1959.42468261719","1986.89453125","1724.52844238281","1802.77429199219","1908.03393554688","","","",
